source,product_type,file_name,local_path,url,bytes,sha256,ra_deg,dec_deg,date_obs,band_or_emulsion,notes
ps1,warp_fits_i,tcrb_ps1_warp_i_2013-04-27_mjd56409_5452.fits,data/raw_images/reference/ps1/timeline_i/tcrb_ps1_warp_i_2013-04-27_mjd56409_5452.fits,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=fits&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56409_54520.fits,276480,45950bdcd93716fef695256c46a332f960d3097b404530bfe8484e6491a24fe2,239.87567,25.92017,2013-04-27,i,PS1 single-epoch warp i-band FITS cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56409_54520.fits.
ps1,warp_jpeg_i,tcrb_ps1_warp_i_2013-04-27_mjd56409_5452.jpg,data/raw_images/reference/ps1/timeline_i/tcrb_ps1_warp_i_2013-04-27_mjd56409_5452.jpg,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=jpg&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56409_54520.fits,9117,70dc86a6ccabc0a9096bdff97cda21d3313b83a6c3fea3c4a29908254b242170,239.87567,25.92017,2013-04-27,i,PS1 single-epoch warp i-band JPEG cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56409_54520.fits.
ps1,warp_fits_i,tcrb_ps1_warp_i_2014-06-03_mjd56811_27271.fits,data/raw_images/reference/ps1/timeline_i/tcrb_ps1_warp_i_2014-06-03_mjd56811_27271.fits,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=fits&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56811_27271.fits,276480,d45297e56b653febbf20f281fa7758e77adec38207c0a61c3d89008e55b806ed,239.87567,25.92017,2014-06-03,i,PS1 single-epoch warp i-band FITS cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56811_27271.fits.
ps1,warp_jpeg_i,tcrb_ps1_warp_i_2014-06-03_mjd56811_27271.jpg,data/raw_images/reference/ps1/timeline_i/tcrb_ps1_warp_i_2014-06-03_mjd56811_27271.jpg,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=jpg&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56811_27271.fits,8552,0f2c72ab7898060182f729c1a0d56aab526d5f8e4dfe9bbe26ce4dff6135ee11,239.87567,25.92017,2014-06-03,i,PS1 single-epoch warp i-band JPEG cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.i.56811_27271.fits.
ps1,warp_fits_r,tcrb_ps1_warp_r_2010-06-07_mjd55354_50225.fits,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2010-06-07_mjd55354_50225.fits,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=fits&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55354_50225.fits,276480,1dd906b5cd6b0e6c49f769b41ecd705040e9e9730d550b98e9929b906cd776f7,239.87567,25.92017,2010-06-07,r,PS1 single-epoch warp r-band FITS cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55354_50225.fits.
ps1,warp_jpeg_r,tcrb_ps1_warp_r_2010-06-07_mjd55354_50225.jpg,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2010-06-07_mjd55354_50225.jpg,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=jpg&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55354_50225.fits,6757,338d6e9e7fbccd9419b579af939f7d23e1d9d812f0e2b108ed5fccff3ba4b327,239.87567,25.92017,2010-06-07,r,PS1 single-epoch warp r-band JPEG cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55354_50225.fits.
ps1,warp_fits_r,tcrb_ps1_warp_r_2011-05-31_mjd55712_33652.fits,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2011-05-31_mjd55712_33652.fits,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=fits&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55712_33652.fits,276480,736995d2caa83efc6bba095718bbac1ced9b9e10f71814cead8ce783ad6129ca,239.87567,25.92017,2011-05-31,r,PS1 single-epoch warp r-band FITS cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55712_33652.fits.
ps1,warp_jpeg_r,tcrb_ps1_warp_r_2011-05-31_mjd55712_33652.jpg,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2011-05-31_mjd55712_33652.jpg,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=jpg&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55712_33652.fits,5446,21a73282b99f6e1de7380d0499097dcc7605469fc1c3dade167405eb3b9fe775,239.87567,25.92017,2011-05-31,r,PS1 single-epoch warp r-band JPEG cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.55712_33652.fits.
ps1,warp_fits_r,tcrb_ps1_warp_r_2012-05-18_mjd56065_51431.fits,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2012-05-18_mjd56065_51431.fits,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=fits&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56065_51431.fits,276480,5648ff31f7c86fa50201acbb04eb4130ec70cdedf5f30760eddeb5f1cb06c286,239.87567,25.92017,2012-05-18,r,PS1 single-epoch warp r-band FITS cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56065_51431.fits.
ps1,warp_jpeg_r,tcrb_ps1_warp_r_2012-05-18_mjd56065_51431.jpg,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2012-05-18_mjd56065_51431.jpg,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=jpg&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56065_51431.fits,5581,de1e6cc426264ed35d6a3e6a87916195cadae0c1bdaad3547359eb36400120d7,239.87567,25.92017,2012-05-18,r,PS1 single-epoch warp r-band JPEG cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56065_51431.fits.
ps1,warp_fits_r,tcrb_ps1_warp_r_2013-05-04_mjd56416_56712.fits,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2013-05-04_mjd56416_56712.fits,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=fits&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56416_56712.fits,276480,964dc8cb3513dde9d0bb01c9750e34b8dd43d2854ddcda6e44c579e3bee3b9b8,239.87567,25.92017,2013-05-04,r,PS1 single-epoch warp r-band FITS cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56416_56712.fits.
ps1,warp_jpeg_r,tcrb_ps1_warp_r_2013-05-04_mjd56416_56712.jpg,data/raw_images/reference/ps1/timeline_r/tcrb_ps1_warp_r_2013-05-04_mjd56416_56712.jpg,https://ps1images.stsci.edu/cgi-bin/fitscut.cgi?ra=239.87567&dec=25.92017&size=256&format=jpg&red=/rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56416_56712.fits,7169,12b9ee908643abc210635ea0aa7fbdde2b436ecf523bec48936af9ed0a4667c4,239.87567,25.92017,2013-05-04,r,PS1 single-epoch warp r-band JPEG cutout using filename /rings.v3.skycell/1903/048/rings.v3.skycell.1903.048.wrp.r.56416_56712.fits.
